q_scary,q_dream,q_desktop,q_better,q_remind,q_quote,q_sell,q_temperature,q_story,user_id,label
1 - Not Scary,1 - Not Likely,1 - Not Likely,"People,Explosions",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",0,10.0,"There has been no news of the war on the front line for a long time. He had no idea what was in store for him. The enemy army? Or the triumphant return of an army? The chances of the latter are slim, for there must be news if the war is won. He thought of his family back home, where he had not been for so long. He looked into the distance and thought it would be nice if there were no wars.",210510,3
7,1 - Not Likely,1 - Not Likely,"People,Fireworks",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1,28.0,"The war brought more surviellance to the border. Being deployed is one thing, but having to wait for someone to attack you is an entirely different story. It was as if we were the bait or in a way the bell around the  with no other purpose than to be an alert- alive or dead.",302643,3
1 - Not Scary,4,3,"People,Cars,Fireworks","Parents,Siblings","""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",2,25.0,An adventurer is travelling across the globe and sees something beautiful far away. He goes to a higher-up spot to better visualize it and is amazed by the view. Maybe the adventurer found the things that motivated him to travel across the world. ,391922,3
7,3,4,"People,Cars,Cats,Fireworks,Explosions",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",5,18.0,"derrick woke up and resigned himself to another day of firewatch. he knew his job was an important one, and he could become very busy at any minute, but most of the time nothing happens, and time moves slowly watching over the forests.",206654,3
3,3,4,Fireworks,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",7,35.0,A soldier is looking at his enemies. ,318725,3
1 - Not Scary,1 - Not Likely,3,"People,Fireworks,Explosions",Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",15,17.0,"""Captain, exactly what are you doing?"" Looking upward, you see your captain, the one who has pioneered this ship for the last 10 years, the best 10 years of your life at the top. ""Just enjoying the view."" He says, looking around the area.

Rolling your eyes at your captain's antics, you go back to working on fixing the machine in front of you. It was a nice view after all. It's not every day you get teleported to the top of some random forest in summer.",207340,3
1 - Not Scary,2,3,,,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",5,11.0,"It will take a long time to cross the valley. Looking more closely through the telescope, it becomes clear this will be a pleasant journey. Between the thick foilage, all that can be seen is streams and pretty foilage. He knows he must leave, he has gathered all the information which was needed, and must now bring back these findings.",312189,3
5,2,2,Explosions,Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",12,26.0,"We haven't see another soul in a long time but our commander assured us that backup was arriving. Our radio was running out of power but we still had faith that it will soon output the call from backup. It was important to hold this position and we thought there was no chance that it would be abandoned. As long as we lookout for the enemy, and held our defense long enough, the war will be won and we will be able to go home. ",209836,3
1 - Not Scary,5 - Very Likely,3,People,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",50,22.0,"As a child I was an incredibly scared person. Even mundane tasks like going to the supermarket or to school were impossible to me, so I never left my house and always stayed in. One day I lay down on my fuzzy green carpet and through the green fuzz I was able to see the most incredible view full of life and nature. I realised that I could experience all the amazing things others do while in the comfort of my won home. Since then, every day, I wake up, lay on the carpet and live my life through the green fuzz. ",629410,3
1 - Not Scary,3,2,"People,Fireworks",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",5,28.0,As we ventured forth beyond the rolling hills behind the bungalow  the sun was on its way down as the late afternoon breeze caressed our cheeks. We had just gotten back from a long hike and were looking forward to a feast back at our lodge. We smiled at each other as we trekked back home in our muddy shoes.,315004,3
5,1 - Not Likely,1 - Not Likely,"Fireworks,Explosions","Parents,Siblings","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1,20.0,The object is placed on the top of a . The object is a wooden platform where some other objects are placed. May be there is a person standing on top of the wooden object. The weather in the picture looks nice.,296967,3
4,4,4,"Fireworks,Explosions","Parents,Friends,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",7.99,17.0,"Exploring the mountains again, cold and alone. An abandoned lookout with some technology and knick knacks. Finally, a place to rest his head for his final days.",311759,3
4,2,1 - Not Likely,Cats,,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",8,23.0,The pirate stared into the distance,210038,3
2,4,1 - Not Likely,"People,Fireworks","Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",14.99,23.0,"There once was a ship that put to sea
The name of the ship was the Billy of Tea
The winds blew up, her bow dipped down
Oh blow, my bully boys, blow (huh)

Soon may the Wellerman come
To bring us sugar and tea and 
One day, when the tonguing is done
We'll take our leave and go",383129,3
1 - Not Scary,4,2,Explosions,"Friends,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",10,23.0,"In a peaceful village, there lives a scientist where he is responsible for the development of the village. However, his experiments were dangerous to the village, which brings him to an isolated  terrain where he can experiment all he wants.",395762,3
3,2,2,"People,Fireworks","Parents,Siblings","""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0.1,19.0,"The people of the valley had become acquainted with living off the grid, they flourished in their metallic houses which housed some incredible technology which made their quality of life stellar. However, even with this quality of life, they were lonely, for they longed to see more people.",197075,3
2,4,4,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",100,20.0,"Being an acetic and living in the mountains can be lonely. There were times I wandered to different places searching fro an existential meaning to life. Yet I became so old that i had to settle down finally. And here I was atop of a  in the middle of nowhere where no one can ever find me again, as I have my remaining days in this serene place.",389458,3
1 - Not Scary,3,3,People,Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",10,20.0,"The Loch Ness monster may be fake and a waste of time for some, but not for Jimmy. From a young age Jimmy has been dedicated to find the Loch Ness monster and see it with his own eyes. For years he has travelled across the world every time there could have been a possible sighting off the monster. The last time the Loch Ness monster was spotted was in Minnesota, so that's where Jimmy currently has set up his camp. ",291561,3
1 - Not Scary,1 - Not Likely,2,People,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",5,15.0, stand on a strange thing made by wood.,311114,3
5,2,4,People,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",10,23.0,Air purifying is now done through magic toxins detection processes.,306657,3
2,3,1 - Not Likely,"People,Explosions",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",7,24.0,war. observing. technologies,312052,3
7,1 - Not Likely,1 - Not Likely,Explosions,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0,23.0,"Now you may have heard a story similar to this, but this is the story of Manny the protector. Manny lives in isolation in nature and protects the area around him, this could be in the form of not letting construction or deforestation occur or even making sure littering does not become a problem in his landscape. The conflict arises when people who have been warned and denied the area come in with protection in the form of advanced weaponry, as a protector Manny has some special powers that can protect the land but unfortunately these powers are not enough to overpower these weapons of mass destruction. Now the question becomes does Manny give his life doing his duty or should he accept that the humans will overrun him and leave, Manny ponders his options while admiring the landscape for what could be his last time. Let's see what he chooses in the next episode.",406473,3
1 - Not Scary,1 - Not Likely,1 - Not Likely,Explosions,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",10,20.0,"There was piracy who lived on a  and their ship was destroyed, the  is endless, and the weather is cloudy.",296134,3
5,1 - Not Likely,1 - Not Likely,Explosions,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",5,-1.1451,The sentry saw dust being raised behind the small ; he uses his telescope and see the Germany Army is moving toward to the city behind him.,210757,3
3,2,3,"People,Fireworks",Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",15,24.0,"The image reminds me of natural scenery. It seems to be subtly implying adventure, thrill, endless limits and perseverance. It also reminds me of beaches and how calm and quiet the world can be.",191435,3
4,4,4,"People,Cars,Fireworks,Explosions",Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",6,20.0,"The explorer was in a bit of a pickle. As he became a bit confused by his surroundings and the noises, he figured he should reach some sort of high point to get a better view of what was going on around him. From there he found it: a bear. An actual bear. He didn't have much time to think. He hurried down from the high point and started running like crazy away from the bear. Unfortunately, he wasn't fast enough. The bear had caught up. He didn't stand a chance when fighting it. As his life started coming to an end, he thought about everything he had ever known and loved. And then it was over. It was gone. Life had ended.",207160,3
1 - Not Scary,5 - Very Likely,4,Explosions,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",50,22.0,"After years and years of research. The scientist finally realized that after sitting in its laboratory, there is more to life than sitting down at a seat in a dimly lit room. Rather than trying to figure out the why's of the world, he finally decides to just enjoy it as it is. So he proceeds to finally make use of his research and innovations and rather than using them to further advance his research, he builds a telescope and watch tower on the top of the  peaks and finally rests..",185888,3
3,2,3,People,"Parents,Siblings","""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",25,24.0,"A retired soldier stands guard on a sentry tower. His former duty is to watch whether there are approaching enemies. But right now his duty is to protect this forest. He likes to study machines in his spare time, these machines are his good friends.",317285,3
4,3,3,Explosions,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",2,25.0,"It's a new morning, another day has arrived since the day that destroyed everything I knew. Now, each morning is the same, it involves the same routine, with the most important task being to keep a lookout. I am the last of my people that's left. That's why this routine is important, that's why I have to keep watch. Without me, our history ends here.",300503,3
1 - Not Scary,3,1 - Not Likely,Explosions,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0,24.0,"Yes, with the force of combined blessings of all human kind, even this—a machine that is so heavy, can disobey the rules of physics and fly along with the wings of fantasy. This is the true rule of the world: the thought of those who are conscious builds the world unconsciously. Stop rejecting, and embrace the true rules of nature with us.",311137,3
1 - Not Scary,3,2,"People,Cats",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",10,21.0,"There once was a  who lived in a clock tower at the top of a hill. He lived there all his life and never met any of the people in the village below. One day while he was gathering food in the forest someone approached him. It was a group of people from the village. The  got scared and ran away. He ran back to the clock tower and dropped all the food he had found in the forest. He did not come out for two days. When he finally came out he went back to gather food after that long fasting, and some firewood as the temperatures have dropped significantly. This time he managed to stay unseen. Then as he got back to his house and was building a fire, the group of village people came back and he got scared and ran back inside. However his clothes had gotten hooked into a piece of wood that was on fire. As he ran back to the clock tower his house caught on fire. He haden't noticed at first, but the village people broke the door down and saved him as they were getting water from the well nearby. They saved his life and he realized that they weren't so scary anymore and they helped him fix the fire damage. ",197288,3
1 - Not Scary,4,3,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",0.01,19.0,"A light breeze ran through my hair. This is what I had been longing for my entire life. Peace. I looked at my bruised, blistered hands, and clenched my fists. Humanity had fought so hard, and for so long, only to lose to a threat we had anticipated for so many years. The sound of metal crushing bone, agonizing screams, and explosions on repeat in my head, reminding me of the horrors of the world I left behind. I kneel down and rummage through my belongings. I grab the thin piece of photographic paper lying at the bottom and pull it out. I stare at the happy photo of my family, hoping they were in a much better place than I. The memory of the last time I saw them was still etched into my brain. I closed my eyes and decided to relive that night, one final time.

The ominous white light emanated from their miniature cold fusion reactors, the exact same kind that I had helped develop. Their piercing red eyes scanned my parent's bedroom, before locking onto my parents. Within seconds the room was filled with the sound of gunfire, and I watched my parent's lifeless bodies fall to the ground. It was at this moment, the full extent of what I had done hit me like a tsunami. I walked out of the closet my father had shoved me into and fell to the ground. I held them both in my arms, my father's last words still fresh in my head. ""I always knew you were gonna change the world. You chased after perfection like no one else. I want you to know we are both extremely proud of what you have achieved. Nobody could have seen this coming, so don't blame yourself for what happens next. You have what it takes to fix this, but you will have to do it on your own. We believe in you. We always have."".

The A.I. and machines that I had built to fix my world, had instead taken it from me. Over the following days, a massive army of lethal robots stormed every major city, killing billions. Satellites came crashing down, and the world as we knew it was gone. For years, I tried to fight back, but the A.I. was too intelligent. Always 10 steps ahead. It was, after all, modeled after me. Any resistance was immediately stopped, and eventually, I gave up as well. I stopped fighting, and went south. I trekked through the mountains, looking for a place I could rest before my time runs out.

I opened my eyes, still wondering what it was my parents saw in me to say I could stop this. I see a massive cloud in the shape of a mushroom appearing over the horizon and realize the end is near. I glance at the home I had built, then at the photo. ""I'm sorry,"" I said. ",398352,3
1 - Not Scary,1 - Not Likely,1 - Not Likely,People,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",1,12.0,Looking for something in  the distance requires patience. A person must be willing to sacrifice to find what they are looking for. Waiting at the edge of something is what a person does when they anticipate something great. That one person that is willing to put in the time and effort is most likely going to be successful. ,313571,3
3,3,4,"Cats,Fireworks",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",0.1,20.0,"At long last, I made it to the top. I never thought I'd every get up here in my lifetime. And now overlooking the vast open space around me, I am in awe at how beautiful and magnificent the sight really is.",316569,3
1 - Not Scary,3,5 - Very Likely,"People,Cars",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",30,22.0,He stared out at the beautiful landscape. From this view he could see much more. It may have been difficult for him to build the building he was standing on but it was worth it.,413844,3
4,3,4,"Fireworks,Explosions",Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",1,33.0,Overlooking horizons beyond. The landscape amazes them. Yet there remained a morbid curiosity of what's past the almost unnoticeable curve in the distance.,413072,3
8,5 - Very Likely,5 - Very Likely,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",200,20.0,"Nice photos, but I don't have any story for it",209715,3
1 - Not Scary,5 - Very Likely,4,"People,Fireworks","Parents,Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",60,20.0,"As he looked toward the great outside, he couldn't help but wish the others would've made it to see this great view.",318686,3
2,4,4,"Fireworks,Explosions",Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",25,6.0,Someone at a very high place looking over the landscape,292601,3
3,3,1 - Not Likely,People,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0,-3.0,"No one would ever believe what had transpired there. Mocked by peers, written off by superiors, and shunned by banks, giving up certainly seemed like the only choice left, However, quitting is for quitters, and quitters don't get their names in the history books. To be remembered, you have to do some real out of the box thinking, and nothing says out of the box like some hamstringed rube goldberg contraption for data collection. Prizes, fortune and international recognition were finally in view. But first, to figure out how to get back down.  ",419848,3
2,4,3,Fireworks,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0,10.0,"In isolation, complete and utter isolation, one's self reflection gets stronger. Only then can one be honest with oneself and understand the absolute true state of its mind. This potent self reflection can ignite the fire of self revolution in oneself. Human consciousness is much to clever to do this in a setting with others. Others it can use to escape into hedonistic, intellectual or social rituals and never face this truth about itself. All this is done through its unconscious conditioning to the material world. If all this is done intentionally or not can only be found out if one goes through the self revolution. But all this is only possible if one has the passion to find out what is, and overcome the fear of isolation in the first place.",210443,3
